*******************************************************************************
 Revised: July 31, 2013                  Sun                                 10

 PHYSICAL PROPERTIES (updated 2018-Aug-15):
  GM, km^3/s^2          = 132712440041.93938  Mass, 10^24 kg        = ~1988500
  Vol. mean radius, km  = 695700              Volume, 10^12 km^3    = 1412000
  Solar radius (IAU)    = 696000 km           Mean density, g/cm^3  = 1.408
  Radius (photosphere)  = 696500 km           Angular diam at 1 AU  = 1919.3"
  Photosphere temp., K  = 6600 (bottom)       Photosphere temp., K  = 4400(top)
  Photospheric depth    = ~500 km             Chromospheric depth   = ~2500 km
  Flatness, f           = 0.00005             Adopted sid. rot. per.= 25.38 d
  Surface gravity       =  274.0 m/s^2        Escape speed, km/s    =  617.7
  Pole (RA,DEC), deg.   = (286.13, 63.87)     Obliquity to ecliptic = 7.25 deg.
  Solar constant (1 AU) = 1367.6 W/m^2        Luminosity, 10^24 J/s = 382.8
  Mass-energy conv rate = 4.260 x 10^9 kg/s   Effective temp, K     = 5772
  Sunspot cycle         = 11.4 yr             Cycle 24 sunspot min. = 2008 A.D.

  Motion relative to nearby stars = apex : R.A.= 271 deg.; DEC.= +30 deg.
                                    speed: 19.4 km/s (0.0112 au/day)
  Motion relative to 2.73K BB/CBR = apex : l= 264.7 +- 0.8; b= 48.2 +- 0.5 deg.
                                    speed: 369 +-11 km/s
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Sat Jan  8 06:02:04 2022 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Sun (10)                        {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: (user defined site below)
*******************************************************************************
Start time      : A.D. 2022-Jan-08 00:00:00.0000 UT      
Stop  time      : A.D. 2022-Feb-07 00:00:00.0000 UT      
Step-size       : 5 minutes
*******************************************************************************
Target pole/equ : IAU_SUN                         {East-longitude positive}
Target radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Center geodetic : 301.500100,-34.333200,1.059E-12 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 301.500100,5272.50139,-3577.028 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun, EARTH                      {source: DE441}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
RTS-only print  : NO       
EOP file        : eop.220106.p220401                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2022-JAN-06. PREDICTS-> 2022-MAR-31
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(UT)__HR:MN, , ,Azi_(a-app), Elev_(a-app),
 2022-Jan-22 01:20, , , 222.569233,   -23.156602,
 2022-Jan-22 01:25, , , 221.531623,   -23.848471,
 2022-Jan-22 01:30, , , 220.477448,   -24.526244,
 2022-Jan-22 01:35, , , 219.406498,   -25.189465,
 2022-Jan-22 01:40, , , 218.318592,   -25.837670,
 2022-Jan-22 01:45, ,m, 217.213577,   -26.470386,
 2022-Jan-22 01:50, ,m, 216.091330,   -27.087134,
 2022-Jan-22 01:55, ,m, 214.951765,   -27.687428,
 2022-Jan-22 02:00, ,m, 213.794832,   -28.270777,
 2022-Jan-22 02:05, ,m, 212.620521,   -28.836684,
 2022-Jan-22 02:10, ,m, 211.428866,   -29.384651,
 2022-Jan-22 02:15, ,m, 210.219949,   -29.914176,
 2022-Jan-22 02:20, ,m, 208.993898,   -30.424758,
 2022-Jan-22 02:25, ,m, 207.750894,   -30.915896,
 2022-Jan-22 02:30, ,m, 206.491175,   -31.387093,
 2022-Jan-22 02:35, ,m, 205.215032,   -31.837856,
 2022-Jan-22 02:40, ,m, 203.922818,   -32.267698,
 2022-Jan-22 02:45, ,m, 202.614944,   -32.676141,
 2022-Jan-22 02:50, ,m, 201.291885,   -33.062716,
 2022-Jan-22 02:55, ,m, 199.954179,   -33.426969,
 2022-Jan-22 03:00, ,m, 198.602426,   -33.768460,
 2022-Jan-22 03:05, ,m, 197.237290,   -34.086766,
 2022-Jan-22 03:10, ,m, 195.859498,   -34.381482,
 2022-Jan-22 03:15, ,m, 194.469838,   -34.652227,
 2022-Jan-22 03:20, ,m, 193.069157,   -34.898644,
 2022-Jan-22 03:25, ,m, 191.658360,   -35.120399,
 2022-Jan-22 03:30, ,m, 190.238405,   -35.317190,
 2022-Jan-22 03:35, ,m, 188.810298,   -35.488742,
 2022-Jan-22 03:40, ,m, 187.375093,   -35.634814,
 2022-Jan-22 03:45, ,m, 185.933882,   -35.755198,
 2022-Jan-22 03:50, ,m, 184.487792,   -35.849719,
 2022-Jan-22 03:55, ,m, 183.037980,   -35.918241,
 2022-Jan-22 04:00, ,m, 181.585622,   -35.960663,
 2022-Jan-22 04:05, ,m, 180.131911,   -35.976925,
 2022-Jan-22 04:10, ,m, 178.678047,   -35.967000,
 2022-Jan-22 04:15, ,m, 177.225232,   -35.930905,
 2022-Jan-22 04:20, ,m, 175.774661,   -35.868692,
 2022-Jan-22 04:25, ,m, 174.327515,   -35.780452,
 2022-Jan-22 04:30, ,m, 172.884955,   -35.666313,
 2022-Jan-22 04:35, ,m, 171.448117,   -35.526441,
 2022-Jan-22 04:40, ,m, 170.018102,   -35.361034,
 2022-Jan-22 04:45, ,m, 168.595973,   -35.170327,
 2022-Jan-22 04:50, ,m, 167.182748,   -34.954586,
 2022-Jan-22 04:55, ,m, 165.779398,   -34.714108,
 2022-Jan-22 05:00, ,m, 164.386841,   -34.449218,
 2022-Jan-22 05:05, ,m, 163.005937,   -34.160267,
 2022-Jan-22 05:10, ,m, 161.637489,   -33.847633,
 2022-Jan-22 05:15, ,m, 160.282238,   -33.511714,
 2022-Jan-22 05:20, ,m, 158.940865,   -33.152928,
 2022-Jan-22 05:25, ,m, 157.613985,   -32.771712,
 2022-Jan-22 05:30, ,m, 156.302150,   -32.368517,
 2022-Jan-22 05:35, ,m, 155.005850,   -31.943808,
 2022-Jan-22 05:40, ,m, 153.725512,   -31.498062,
 2022-Jan-22 05:45, ,m, 152.461502,   -31.031762,
 2022-Jan-22 05:50, ,m, 151.214127,   -30.545402,
 2022-Jan-22 05:55, ,m, 149.983636,   -30.039477,
 2022-Jan-22 06:00, ,m, 148.770224,   -29.514487,
 2022-Jan-22 06:05, ,m, 147.574032,   -28.970935,
 2022-Jan-22 06:10, ,m, 146.395152,   -28.409321,
 2022-Jan-22 06:15, ,m, 145.233629,   -27.830145,
 2022-Jan-22 06:20, ,m, 144.089463,   -27.233904,
 2022-Jan-22 06:25, ,m, 142.962614,   -26.621091,
 2022-Jan-22 06:30, ,m, 141.853004,   -25.992193,
 2022-Jan-22 06:35, ,m, 140.760517,   -25.347691,
 2022-Jan-22 06:40, ,m, 139.685009,   -24.688059,
 2022-Jan-22 06:45, ,m, 138.626303,   -24.013765,
 2022-Jan-22 06:50, ,m, 137.584197,   -23.325265,
 2022-Jan-22 06:55, ,m, 136.558465,   -22.623010,
 2022-Jan-22 07:00, ,m, 135.548858,   -21.907438,
 2022-Jan-22 07:05, ,m, 134.555110,   -21.178979,
 2022-Jan-22 07:10, ,m, 133.576935,   -20.438054,
 2022-Jan-22 07:15, ,m, 132.614034,   -19.685070,
 2022-Jan-22 07:20, ,m, 131.666096,   -18.920429,
 2022-Jan-22 07:25, ,m, 130.732797,   -18.144516,
 2022-Jan-22 07:30,A,m, 129.813805,   -17.357712,
 2022-Jan-22 07:35,A,m, 128.908778,   -16.560382,
 2022-Jan-22 07:40,A,m, 128.017370,   -15.752883,
 2022-Jan-22 07:45,A,m, 127.139228,   -14.935563,
 2022-Jan-22 07:50,A,m, 126.273996,   -14.108755,
 2022-Jan-22 07:55,A,m, 125.421314,   -13.272788,
 2022-Jan-22 08:00,A,m, 124.580820,   -12.427975,
 2022-Jan-22 08:05,N,m, 123.752151,   -11.574624,
 2022-Jan-22 08:10,N,m, 122.934943,   -10.713031,
 2022-Jan-22 08:15,N,m, 122.128832,    -9.843483,
 2022-Jan-22 08:20,N,m, 121.333455,    -8.966257,
 2022-Jan-22 08:25,N,m, 120.548450,    -8.081624,
 2022-Jan-22 08:30,N,m, 119.773453,    -7.189844,
 2022-Jan-22 08:35,N,m, 119.008107,    -6.291169,
 2022-Jan-22 08:40,C,m, 118.252053,    -5.385844,
 2022-Jan-22 08:45,C,m, 117.504934,    -4.474104,
 2022-Jan-22 08:50,C,m, 116.766397,    -3.556179,
 2022-Jan-22 08:55,C,m, 116.036089,    -2.632291,
 2022-Jan-22 09:00,C,m, 115.313661,    -1.702655,
 2022-Jan-22 09:05,*,r, 114.598765,    -0.767478,
 2022-Jan-22 09:10,*,m, 113.891054,     0.173038,
 2022-Jan-22 09:15,*,m, 113.190184,     1.118696,
 2022-Jan-22 09:20,*,m, 112.495812,     2.069309,
 2022-Jan-22 09:25,*,m, 111.807597,     3.024690,
 2022-Jan-22 09:30,*,m, 111.125199,     3.984663,
 2022-Jan-22 09:35,*,m, 110.448278,     4.949052,
 2022-Jan-22 09:40,*,m, 109.776494,     5.917690,
 2022-Jan-22 09:45,*,m, 109.109510,     6.890412,
 2022-Jan-22 09:50,*,m, 108.446986,     7.867059,
 2022-Jan-22 09:55,*,m, 107.788581,     8.847474,
 2022-Jan-22 10:00,*,m, 107.133956,     9.831507,
 2022-Jan-22 10:05,*,m, 106.482765,    10.819009,
 2022-Jan-22 10:10,*,m, 105.834666,    11.809835,
 2022-Jan-22 10:15,*,m, 105.189308,    12.803844,
 2022-Jan-22 10:20,*,m, 104.546342,    13.800896,
 2022-Jan-22 10:25,*,m, 103.905410,    14.800857,
 2022-Jan-22 10:30,*,m, 103.266153,    15.803592,
 2022-Jan-22 10:35,*,m, 102.628203,    16.808970,
 2022-Jan-22 10:40,*,m, 101.991188,    17.816863,
 2022-Jan-22 10:45,*,m, 101.354727,    18.827141,
 2022-Jan-22 10:50,*,m, 100.718432,    19.839679,
 2022-Jan-22 10:55,*,m, 100.081903,    20.854352,
 2022-Jan-22 11:00,*,m,  99.444731,    21.871037,
 2022-Jan-22 11:05,*,m,  98.806496,    22.889609,
 2022-Jan-22 11:10,*,m,  98.166763,    23.909946,
 2022-Jan-22 11:15,*,m,  97.525083,    24.931924,
 2022-Jan-22 11:20,*,m,  96.880992,    25.955421,
 2022-Jan-22 11:25,*,m,  96.234007,    26.980314,
 2022-Jan-22 11:30,*,m,  95.583624,    28.006478,
 2022-Jan-22 11:35,*,m,  94.929320,    29.033786,
 2022-Jan-22 11:40,*,m,  94.270546,    30.062112,
 2022-Jan-22 11:45,*,m,  93.606728,    31.091327,
 2022-Jan-22 11:50,*,m,  92.937263,    32.121299,
 2022-Jan-22 11:55,*,m,  92.261515,    33.151892,
 2022-Jan-22 12:00,*,m,  91.578815,    34.182969,
 2022-Jan-22 12:05,*,m,  90.888454,    35.214387,
 2022-Jan-22 12:10,*,m,  90.189682,    36.246000,
 2022-Jan-22 12:15,*,m,  89.481701,    37.277655,
 2022-Jan-22 12:20,*,m,  88.763664,    38.309193,
 2022-Jan-22 12:25,*,m,  88.034667,    39.340451,
 2022-Jan-22 12:30,*,m,  87.293743,    40.371253,
 2022-Jan-22 12:35,*,m,  86.539859,    41.401419,
 2022-Jan-22 12:40,*,m,  85.771903,    42.430757,
 2022-Jan-22 12:45,*,m,  84.988685,    43.459063,
 2022-Jan-22 12:50,*,m,  84.188918,    44.486123,
 2022-Jan-22 12:55,*,m,  83.371218,    45.511705,
 2022-Jan-22 13:00,*,m,  82.534084,    46.535564,
 2022-Jan-22 13:05,*,m,  81.675894,    47.557436,
 2022-Jan-22 13:10,*,m,  80.794885,    48.577038,
 2022-Jan-22 13:15,*,m,  79.889143,    49.594062,
 2022-Jan-22 13:20,*, ,  78.956582,    50.608174,
 2022-Jan-22 13:25,*, ,  77.994925,    51.619015,
 2022-Jan-22 13:30,*, ,  77.001688,    52.626188,
 2022-Jan-22 13:35,*, ,  75.974148,    53.629262,
 2022-Jan-22 13:40,*, ,  74.909324,    54.627762,
 2022-Jan-22 13:45,*, ,  73.803942,    55.621167,
 2022-Jan-22 13:50,*, ,  72.654406,    56.608899,
 2022-Jan-22 13:55,*, ,  71.456759,    57.590321,
 2022-Jan-22 14:00,*, ,  70.206644,    58.564723,
 2022-Jan-22 14:05,*, ,  68.899262,    59.531315,
 2022-Jan-22 14:10,*, ,  67.529324,    60.489215,
 2022-Jan-22 14:15,*, ,  66.091001,    61.437436,
 2022-Jan-22 14:20,*, ,  64.577876,    62.374872,
 2022-Jan-22 14:25,*, ,  62.982891,    63.300276,
 2022-Jan-22 14:30,*, ,  61.298297,    64.212249,
 2022-Jan-22 14:35,*, ,  59.515618,    65.109207,
 2022-Jan-22 14:40,*, ,  57.625620,    65.989368,
 2022-Jan-22 14:45,*, ,  55.618305,    66.850715,
 2022-Jan-22 14:50,*, ,  53.482939,    67.690972,
 2022-Jan-22 14:55,*, ,  51.208130,    68.507571,
 2022-Jan-22 15:00,*, ,  48.781978,    69.297622,
 2022-Jan-22 15:05,*, ,  46.192318,    70.057881,
 2022-Jan-22 15:10,*, ,  43.427096,    70.784727,
 2022-Jan-22 15:15,*, ,  40.474904,    71.474148,
 2022-Jan-22 15:20,*, ,  37.325707,    72.121737,
 2022-Jan-22 15:25,*, ,  33.971785,    72.722719,
 2022-Jan-22 15:30,*, ,  30.408877,    73.272005,
 2022-Jan-22 15:35,*, ,  26.637486,    73.764288,
 2022-Jan-22 15:40,*, ,  22.664235,    74.194186,
 2022-Jan-22 15:45,*, ,  18.503087,    74.556443,
 2022-Jan-22 15:50,*, ,  14.176190,    74.846168,
 2022-Jan-22 15:55,*, ,   9.714062,    75.059110,
 2022-Jan-22 16:00,*, ,   5.154892,    75.191932,
 2022-Jan-22 16:05,*, ,   0.542865,    75.242456,
 2022-Jan-22 16:10,*,t, 355.925603,    75.209832,
 2022-Jan-22 16:15,*, , 351.351078,    75.094607,
 2022-Jan-22 16:20,*, , 346.864460,    74.898683,
 2022-Jan-22 16:25,*, , 342.505415,    74.625160,
 2022-Jan-22 16:30,*, , 338.306215,    74.278114,
 2022-Jan-22 16:35,*, , 334.290835,    73.862320,
 2022-Jan-22 16:40,*, , 330.474957,    73.382975,
 2022-Jan-22 16:45,*, , 326.866702,    72.845452,
 2022-Jan-22 16:50,*, , 323.467784,    72.255085,
 2022-Jan-22 16:55,*, , 320.274862,    71.617022,
 2022-Jan-22 17:00,*, , 317.280860,    70.936111,
 2022-Jan-22 17:05,*, , 314.476158,    70.216840,
 2022-Jan-22 17:10,*, , 311.849577,    69.463307,
 2022-Jan-22 17:15,*, , 309.389152,    68.679218,
 2022-Jan-22 17:20,*, , 307.082704,    67.867894,
 2022-Jan-22 17:25,*, , 304.918251,    67.032301,
 2022-Jan-22 17:30,*, , 302.884276,    66.175073,
 2022-Jan-22 17:35,*, , 300.969894,    65.298547,
 2022-Jan-22 17:40,*, , 299.164943,    64.404792,
 2022-Jan-22 17:45,*, , 297.460024,    63.495640,
 2022-Jan-22 17:50,*, , 295.846498,    62.572714,
 2022-Jan-22 17:55,*, , 294.316461,    61.637453,
 2022-Jan-22 18:00,*, , 292.862710,    60.691132,
 2022-Jan-22 18:05,*, , 291.478692,    59.734888,
 2022-Jan-22 18:10,*, , 290.158457,    58.769732,
 2022-Jan-22 18:15,*, , 288.896603,    57.796568,
 2022-Jan-22 18:20,*, , 287.688227,    56.816203,
 2022-Jan-22 18:25,*, , 286.528882,    55.829364,
 2022-Jan-22 18:30,*, , 285.414527,    54.836704,
 2022-Jan-22 18:35,*, , 284.341492,    53.838811,
 2022-Jan-22 18:40,*, , 283.306435,    52.836219,
 2022-Jan-22 18:45,*, , 282.306314,    51.829412,
 2022-Jan-22 18:50,*, , 281.338354,    50.818829,
 2022-Jan-22 18:55,*, , 280.400020,    49.804875,
 2022-Jan-22 19:00,*, , 279.488992,    48.787916,
 2022-Jan-22 19:05,*, , 278.603146,    47.768291,
 2022-Jan-22 19:10,*, , 277.740531,    46.746313,
 2022-Jan-22 19:15,*, , 276.899353,    45.722271,
 2022-Jan-22 19:20,*, , 276.077960,    44.696431,
 2022-Jan-22 19:25,*, , 275.274827,    43.669043,
 2022-Jan-22 19:30,*, , 274.488545,    42.640340,
 2022-Jan-22 19:35,*, , 273.717808,    41.610542,
 2022-Jan-22 19:40,*, , 272.961404,    40.579852,
 2022-Jan-22 19:45,*, , 272.218206,    39.548465,
 2022-Jan-22 19:50,*, , 271.487165,    38.516565,
 2022-Jan-22 19:55,*, , 270.767299,    37.484325,
 2022-Jan-22 20:00,*, , 270.057693,    36.451914,
 2022-Jan-22 20:05,*, , 269.357486,    35.419490,
 2022-Jan-22 20:10,*, , 268.665870,    34.387207,
 2022-Jan-22 20:15,*, , 267.982086,    33.355211,
 2022-Jan-22 20:20,*, , 267.305416,    32.323647,
 2022-Jan-22 20:25,*, , 266.635183,    31.292653,
 2022-Jan-22 20:30,*, , 265.970745,    30.262363,
 2022-Jan-22 20:35,*, , 265.311490,    29.232910,
 2022-Jan-22 20:40,*, , 264.656839,    28.204424,
 2022-Jan-22 20:45,*, , 264.006238,    27.177031,
 2022-Jan-22 20:50,*, , 263.359157,    26.150858,
 2022-Jan-22 20:55,*, , 262.715090,    25.126028,
 2022-Jan-22 21:00,*, , 262.073550,    24.102665,
 2022-Jan-22 21:05,*, , 261.434067,    23.080891,
 2022-Jan-22 21:10,*, , 260.796190,    22.060830,
 2022-Jan-22 21:15,*, , 260.159481,    21.042603,
 2022-Jan-22 21:20,*, , 259.523516,    20.026332,
 2022-Jan-22 21:25,*, , 258.887883,    19.012143,
 2022-Jan-22 21:30,*, , 258.252182,    18.000158,
 2022-Jan-22 21:35,*, , 257.616021,    16.990503,
 2022-Jan-22 21:40,*, , 256.979018,    15.983305,
 2022-Jan-22 21:45,*, , 256.340798,    14.978693,
 2022-Jan-22 21:50,*, , 255.700993,    13.976796,
 2022-Jan-22 21:55,*, , 255.059241,    12.977747,
 2022-Jan-22 22:00,*, , 254.415184,    11.981681,
 2022-Jan-22 22:05,*, , 253.768469,    10.988736,
 2022-Jan-22 22:10,*, , 253.118749,     9.999051,
 2022-Jan-22 22:15,*, , 252.465675,     9.012771,
 2022-Jan-22 22:20,*, , 251.808904,     8.030041,
 2022-Jan-22 22:25,*, , 251.148095,     7.051013,
 2022-Jan-22 22:30,*, , 250.482905,     6.075841,
 2022-Jan-22 22:35,*, , 249.812996,     5.104682,
 2022-Jan-22 22:40,*, , 249.138027,     4.137700,
 2022-Jan-22 22:45,*, , 248.457658,     3.175061,
 2022-Jan-22 22:50,*, , 247.771550,     2.216937,
 2022-Jan-22 22:55,*, , 247.079360,     1.263505,
 2022-Jan-22 23:00,*, , 246.380747,     0.314948,
 2022-Jan-22 23:05,*, , 245.675366,    -0.628548,
 2022-Jan-22 23:10,C,s, 244.962874,    -1.566787,
 2022-Jan-22 23:15,C, , 244.242921,    -2.499571,
 2022-Jan-22 23:20,C, , 243.515160,    -3.426694,
 2022-Jan-22 23:25,C, , 242.779238,    -4.347942,
 2022-Jan-22 23:30,C, , 242.034803,    -5.263097,
 2022-Jan-22 23:35,N, , 241.281499,    -6.171930,
 2022-Jan-22 23:40,N, , 240.518967,    -7.074209,
 2022-Jan-22 23:45,N, , 239.746848,    -7.969690,
 2022-Jan-22 23:50,N, , 238.964779,    -8.858124,
 2022-Jan-22 23:55,N, , 238.172398,    -9.739253,
 2022-Jan-23 00:00,N, , 237.369338,   -10.612810,
 2022-Jan-23 00:05,N, , 236.555234,   -11.478518,
 2022-Jan-23 00:10,A, , 235.729718,   -12.336093,
 2022-Jan-23 00:15,A, , 234.892422,   -13.185241,
 2022-Jan-23 00:20,A, , 234.042979,   -14.025658,
 2022-Jan-23 00:25,A, , 233.181024,   -14.857031,
 2022-Jan-23 00:30,A, , 232.306191,   -15.679036,
 2022-Jan-23 00:35,A, , 231.418119,   -16.491338,
 2022-Jan-23 00:40,A, , 230.516450,   -17.293595,
 2022-Jan-23 00:45, , , 229.600829,   -18.085450,
 2022-Jan-23 00:50, , , 228.670911,   -18.866540,
 2022-Jan-23 00:55, , , 227.726353,   -19.636487,
 2022-Jan-23 01:00, , , 226.766825,   -20.394905,
 2022-Jan-23 01:05, , , 225.792007,   -21.141397,
 2022-Jan-23 01:10, , , 224.801589,   -21.875554,
 2022-Jan-23 01:15, , , 223.795276,   -22.596958,
 2022-Jan-23 01:20, , , 222.772792,   -23.305180,
 2022-Jan-23 01:25, , , 221.733876,   -23.999780,
 2022-Jan-23 01:30, , , 220.678289,   -24.680311,
 2022-Jan-23 01:35, , , 219.605816,   -25.346313,
 2022-Jan-23 01:40, , , 218.516267,   -25.997320,
 2022-Jan-23 01:45, , , 217.409482,   -26.632857,
 2022-Jan-23 01:50, , , 216.285332,   -27.252441,
 2022-Jan-23 01:55, , , 215.143722,   -27.855584,
 2022-Jan-23 02:00, , , 213.984596,   -28.441789,
 2022-Jan-23 02:05, , , 212.807937,   -29.010558,
 2022-Jan-23 02:10, ,m, 211.613772,   -29.561387,
 2022-Jan-23 02:15, ,m, 210.402176,   -30.093771,
 2022-Jan-23 02:20, ,m, 209.173272,   -30.607205,
 2022-Jan-23 02:25, ,m, 207.927236,   -31.101183,
 2022-Jan-23 02:30, ,m, 206.664299,   -31.575202,
 2022-Jan-23 02:35, ,m, 205.384750,   -32.028764,
 2022-Jan-23 02:40, ,m, 204.088937,   -32.461378,
 2022-Jan-23 02:45, ,m, 202.777270,   -32.872559,
 2022-Jan-23 02:50, ,m, 201.450222,   -33.261834,
 2022-Jan-23 02:55, ,m, 200.108329,   -33.628743,
 2022-Jan-23 03:00, ,m, 198.752192,   -33.972839,
 2022-Jan-23 03:05, ,m, 197.382478,   -34.293693,
 2022-Jan-23 03:10, ,m, 195.999916,   -34.590897,
 2022-Jan-23 03:15, ,m, 194.605297,   -34.864062,
 2022-Jan-23 03:20, ,m, 193.199474,   -35.112825,
 2022-Jan-23 03:25, ,m, 191.783359,   -35.336849,
 2022-Jan-23 03:30, ,m, 190.357917,   -35.535823,
 2022-Jan-23 03:35, ,m, 188.924164,   -35.709470,
 2022-Jan-23 03:40, ,m, 187.483164,   -35.857543,
 2022-Jan-23 03:45, ,m, 186.036020,   -35.979828,
 2022-Jan-23 03:50, ,m, 184.583873,   -36.076149,
 2022-Jan-23 03:55, ,m, 183.127891,   -36.146364,
 2022-Jan-23 04:00, ,m, 181.669266,   -36.190370,
 2022-Jan-23 04:05, ,m, 180.209206,   -36.208101,
 2022-Jan-23 04:10, ,m, 178.748926,   -36.199532,
 2022-Jan-23 04:15, ,m, 177.289644,   -36.164676,
 2022-Jan-23 04:20, ,m, 175.832571,   -36.103583,
 2022-Jan-23 04:25, ,m, 174.378905,   -36.016344,
 2022-Jan-23 04:30, ,m, 172.929823,   -35.903086,
 2022-Jan-23 04:35, ,m, 171.486477,   -35.763976,
 2022-Jan-23 04:40, ,m, 170.049983,   -35.599213,
 2022-Jan-23 04:45, ,m, 168.621420,   -35.409033,
 2022-Jan-23 04:50, ,m, 167.201820,   -35.193702,
 2022-Jan-23 04:55, ,m, 165.792167,   -34.953522,
 2022-Jan-23 05:00, ,m, 164.393393,   -34.688818,
 2022-Jan-23 05:05, ,m, 163.006369,   -34.399946,
 2022-Jan-23 05:10, ,m, 161.631909,   -34.087285,
 2022-Jan-23 05:15, ,m, 160.270766,   -33.751238,
 2022-Jan-23 05:20, ,m, 158.923625,   -33.392227,
 2022-Jan-23 05:25, ,m, 157.591112,   -33.010691,
 2022-Jan-23 05:30, ,m, 156.273785,   -32.607088,
 2022-Jan-23 05:35, ,m, 154.972139,   -32.181886,
 2022-Jan-23 05:40, ,m, 153.686605,   -31.735565,
 2022-Jan-23 05:45, ,m, 152.417554,   -31.268616,
 2022-Jan-23 05:50, ,m, 151.165293,   -30.781533,
 2022-Jan-23 05:55, ,m, 149.930073,   -30.274820,
 2022-Jan-23 06:00, ,m, 148.712090,   -29.748979,
 2022-Jan-23 06:05, ,m, 147.511484,   -29.204517,
 2022-Jan-23 06:10, ,m, 146.328347,   -28.641940,
 2022-Jan-23 06:15, ,m, 145.162721,   -28.061752,
 2022-Jan-23 06:20, ,m, 144.014605,   -27.464453,
 2022-Jan-23 06:25, ,m, 142.883955,   -26.850541,
 2022-Jan-23 06:30, ,m, 141.770690,   -26.220507,
 2022-Jan-23 06:35, ,m, 140.674692,   -25.574836,
 2022-Jan-23 06:40, ,m, 139.595809,   -24.914005,
 2022-Jan-23 06:45, ,m, 138.533864,   -24.238485,
 2022-Jan-23 06:50, ,m, 137.488647,   -23.548737,
 2022-Jan-23 06:55, ,m, 136.459929,   -22.845214,
 2022-Jan-23 07:00, ,m, 135.447456,   -22.128357,
 2022-Jan-23 07:05, ,m, 134.450955,   -21.398599,
 2022-Jan-23 07:10, ,m, 133.470138,   -20.656363,
 2022-Jan-23 07:15, ,m, 132.504700,   -19.902061,
 2022-Jan-23 07:20, ,m, 131.554323,   -19.136094,
 2022-Jan-23 07:25, ,m, 130.618679,   -18.358852,
 2022-Jan-23 07:30,A,m, 129.697431,   -17.570716,
 2022-Jan-23 07:35,A,m, 128.790232,   -16.772054,
 2022-Jan-23 07:40,A,m, 127.896731,   -15.963226,
 2022-Jan-23 07:45,A,m, 127.016570,   -15.144578,
 2022-Jan-23 07:50,A,m, 126.149388,   -14.316450,
 2022-Jan-23 07:55,A,m, 125.294820,   -13.479167,
 2022-Jan-23 08:00,A,m, 124.452501,   -12.633048,
 2022-Jan-23 08:05,N,m, 123.622063,   -11.778399,
 2022-Jan-23 08:10,N,m, 122.803137,   -10.915518,
 2022-Jan-23 08:15,N,m, 121.995355,   -10.044694,
 2022-Jan-23 08:20,N,m, 121.198349,    -9.166205,
 2022-Jan-23 08:25,N,m, 120.411754,    -8.280323,
 2022-Jan-23 08:30,N,m, 119.635204,    -7.387307,
 2022-Jan-23 08:35,N,m, 118.868335,    -6.487412,
 2022-Jan-23 08:40,C,m, 118.110785,    -5.580882,
 2022-Jan-23 08:45,C,m, 117.362196,    -4.667954,
 2022-Jan-23 08:50,C,m, 116.622209,    -3.748859,
 2022-Jan-23 08:55,C,m, 115.890470,    -2.823819,
 2022-Jan-23 09:00,C,m, 115.166624,    -1.893049,
 2022-Jan-23 09:05,C,m, 114.450321,    -0.956757,
 2022-Jan-23 09:10,*,r, 113.741212,    -0.015146,
 2022-Jan-23 09:15,*,m, 113.038949,     0.931588,
 2022-Jan-23 09:20,*,m, 112.343187,     1.883254,
 2022-Jan-23 09:25,*,m, 111.653581,     2.839670,
 2022-Jan-23 09:30,*,m, 110.969789,     3.800654,
 2022-Jan-23 09:35,*,m, 110.291468,     4.766034,
 2022-Jan-23 09:40,*,m, 109.618276,     5.735640,
 2022-Jan-23 09:45,*,m, 108.949873,     6.709307,
 2022-Jan-23 09:50,*,m, 108.285915,     7.686876,
 2022-Jan-23 09:55,*,m, 107.626062,     8.668190,
 2022-Jan-23 10:00,*,m, 106.969968,     9.653098,
 2022-Jan-23 10:05,*,m, 106.317289,    10.641450,
 2022-Jan-23 10:10,*,m, 105.667677,    11.633102,
 2022-Jan-23 10:15,*,m, 105.020781,    12.627911,
 2022-Jan-23 10:20,*,m, 104.376248,    13.625738,
